                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    194,                0.45931,                 2.0058,                0.36511,                0.29159,                 0.8245,                0.99996,                0.93293,                0.96548,                0.88522,                0.93352,                0.86585,                0.91501,                 0.5518,                0.48627,                 2.0558,                0.30972,                0.28074,                0.80638,              0.0007328,              0.0007328,              0.0007328
                    195,                0.46887,                 1.9768,                0.34658,                0.29171,                0.82082,                      1,                0.93848,                0.96836,                0.89068,                0.94802,                0.88971,                0.93666,                 0.5808,                0.49852,                 2.0147,                0.30869,                 0.2856,                0.80688,              0.0007262,              0.0007262,              0.0007262
                    196,                0.45997,                  2.166,                0.34744,                0.29179,                0.81594,                0.99966,                0.93293,                0.96014,                 0.8777,                0.95865,                0.89024,                  0.925,                0.56326,                0.49236,                 2.0127,                0.30581,                0.28497,                 0.8045,              0.0007196,              0.0007196,              0.0007196
                    197,                0.48542,                 2.1771,                0.35664,                0.30557,                0.83222,                 0.9999,                0.93293,                0.95613,                0.85854,                0.94365,                0.87805,                0.90271,                0.54083,                0.50925,                 2.0216,                0.30725,                0.29417,                0.80695,               0.000713,               0.000713,               0.000713
                    198,                0.47926,                 2.0719,                0.34866,                0.29325,                0.82589,                 0.9935,                0.93244,                0.96613,                0.87657,                0.94844,                0.88415,                0.93184,                0.57558,                0.50057,                 2.0333,                0.30677,                0.28503,                0.80585,              0.0007064,              0.0007064,              0.0007064
                    199,                0.47838,                 2.1865,                0.35792,                0.30318,                0.82011,                 0.9932,                0.93293,                 0.9636,                0.87783,                0.95077,                0.88415,                 0.9227,                0.56775,                0.48189,                 2.0265,                0.30622,                0.27714,                0.80478,              0.0006998,              0.0006998,              0.0006998
                    200,                 0.5023,                 2.0883,                0.34448,                  0.312,                0.83783,                0.99945,                0.93293,                0.95836,                0.86681,                0.95159,                0.88415,                0.91489,                0.56511,                0.50368,                 2.0593,                0.31015,                0.29358,                0.80868,              0.0006932,              0.0006932,              0.0006932
                    201,                0.47925,                 2.1047,                 0.3439,                0.29421,                0.82699,                0.99699,                0.92683,                0.93554,                 0.8549,                0.94442,                0.87805,                0.88897,                0.51403,                 0.4803,                  2.053,                0.30264,                0.28276,                0.80612,              0.0006866,              0.0006866,              0.0006866
                    202,                0.48248,                 2.0125,                0.35036,                 0.3013,                0.83046,                0.99735,                0.92683,                0.96275,                0.87713,                0.95226,                0.88415,                0.92473,                0.58202,                0.49405,                 2.0349,                0.30542,                0.27773,                0.80822,                0.00068,                0.00068,                0.00068
                    203,                0.48595,                 2.0819,                0.35336,                0.29449,                0.83757,                0.99824,                0.92683,                0.95007,                0.85708,                0.94554,                0.87805,                0.89536,                0.53059,                0.49848,                 2.0372,                0.30923,                0.28206,                 0.8093,              0.0006734,              0.0006734,              0.0006734
                    204,                0.46309,                 2.1805,                0.35505,                0.29611,                0.82188,                      1,                 0.9325,                0.93746,                0.84542,                0.96569,                0.89634,                0.89416,                0.50431,                0.49206,                 2.0122,                0.30889,                0.31269,                0.80479,              0.0006668,              0.0006668,              0.0006668
                    205,                0.46509,                 2.1229,                0.34478,                0.29406,                0.82324,                0.99983,                0.93293,                 0.9426,                0.85346,                0.93908,                0.87195,                0.87719,                0.50661,                0.48446,                  2.051,                0.30209,                0.27587,                0.80528,              0.0006602,              0.0006602,              0.0006602
                    206,                0.46789,                 2.1141,                0.34368,                0.28735,                0.82511,                      1,                0.93887,                0.96152,                0.87915,                0.95454,                0.89622,                0.92536,                0.57629,                0.48312,                 1.9886,                0.30086,                0.27605,                0.80367,              0.0006536,              0.0006536,              0.0006536
                    207,                0.48684,                 2.0377,                0.34497,                 0.2984,                0.83061,                0.99337,                0.93293,                0.95436,                 0.8649,                0.95874,                0.89024,                0.91556,                0.55705,                0.48637,                 2.0213,                0.29871,                0.27757,                0.80402,               0.000647,               0.000647,               0.000647
                    208,                0.43198,                 1.9447,                0.33562,                0.27223,                0.80828,                0.99974,                0.93293,                0.95304,                0.87284,                0.94703,                0.87805,                0.89871,                0.54733,                0.49144,                 2.0597,                0.29438,                0.28272,                0.80722,              0.0006404,              0.0006404,              0.0006404
                    209,                0.44555,                 1.9983,                0.34689,                0.28203,                0.81817,                0.99318,                0.93293,                0.93929,                 0.8469,                0.96496,                0.89634,                0.89566,                0.50694,                0.49782,                 1.9903,                0.29568,                0.29785,                0.81087,              0.0006338,              0.0006338,              0.0006338
                    210,                0.44209,                 1.9895,                0.33141,                0.28326,                0.81713,                0.99778,                0.92683,                0.93976,                0.84635,                0.95839,                0.89024,                 0.8987,                 0.5204,                0.50565,                 1.9998,                0.29524,                 0.2896,                0.82192,              0.0006272,              0.0006272,              0.0006272
                    211,                0.44338,                 2.0714,                0.34534,                0.28642,                0.82739,                0.99828,                0.92683,                0.95557,                0.87831,                0.95226,                0.88415,                0.91663,                 0.5809,                0.49256,                 1.9738,                0.28944,                0.27365,                0.81291,              0.0006206,              0.0006206,              0.0006206
                    212,                0.45453,                 2.0785,                0.34473,                0.28931,                0.81443,                      1,                0.93252,                0.94747,                0.85661,                0.95893,                0.89024,                 0.9072,                 0.5376,                0.48075,                 2.0118,                0.28775,                0.27397,                0.80775,               0.000614,               0.000614,               0.000614
                    213,                0.44225,                 2.0033,                0.33368,                 0.2809,                0.81967,                      1,                 0.9329,                0.94992,                0.86468,                0.95934,                0.89024,                0.91399,                0.55826,                0.48237,                 1.9532,                0.28967,                0.27481,                0.80801,              0.0006074,              0.0006074,              0.0006074
                    214,                0.43534,                 1.9473,                0.34233,                0.27681,                0.81209,                0.99997,                0.93293,                0.96734,                0.88556,                0.96581,                0.89634,                0.93952,                0.58739,                0.49175,                  1.995,                0.29584,                0.26824,                0.80753,              0.0006008,              0.0006008,              0.0006008
                    215,                0.43001,                 1.9654,                0.34291,                 0.2809,                0.81581,                0.99977,                0.93293,                 0.9428,                0.85386,                0.97253,                0.90244,                0.91211,                0.53428,                 0.4861,                 1.9872,                0.29484,                0.27767,                0.80425,              0.0005942,              0.0005942,              0.0005942
                    216,                 0.4469,                 2.0164,                0.33381,                0.28174,                0.81903,                      1,                0.93254,                0.95747,                0.87316,                0.95211,                0.88415,                0.91852,                 0.5704,                 0.4753,                  2.009,                 0.2912,                 0.2688,                0.80383,              0.0005876,              0.0005876,              0.0005876
                    217,                0.44054,                 2.0665,                0.35148,                0.27987,                0.82184,                0.99943,                0.93293,                0.93898,                0.84846,                 0.9646,                0.89634,                0.89648,                0.52625,                0.47608,                 2.0089,                0.29366,                0.28563,                0.80302,               0.000581,               0.000581,               0.000581
                    218,                0.42477,                 1.8807,                0.32631,                0.26852,                0.80777,                0.99332,                0.93293,                0.95379,                0.86564,                0.96513,                0.89634,                0.92346,                0.57287,                0.48926,                 1.9798,                0.29219,                0.27817,                0.80532,              0.0005744,              0.0005744,              0.0005744
                    219,                0.40145,                 1.8473,                0.32349,                0.26327,                0.80273,                0.99972,                0.93293,                0.94565,                 0.8583,                0.96562,                0.89634,                0.90926,                0.53654,                0.48715,                 2.0114,                0.28834,                0.28949,                0.80655,              0.0005678,              0.0005678,              0.0005678
                    220,                 0.4285,                 1.9219,                0.33495,                0.27301,                0.81422,                0.99966,                0.93293,                0.94552,                0.85388,                 0.9591,                0.89024,                 0.9039,                0.53654,                0.48904,                 1.9592,                0.28781,                0.27626,                 0.8077,              0.0005612,              0.0005612,              0.0005612
                    221,                0.42183,                 1.9237,                0.32343,                0.27073,                0.81223,                0.99971,                0.93293,                 0.9622,                0.87403,                0.96101,                0.90181,                0.93443,                0.58692,                0.49816,                 1.9501,                 0.2862,                0.27009,                0.80846,              0.0005546,              0.0005546,              0.0005546
                    222,                0.42414,                 1.9735,                0.33752,                0.27859,                0.82208,                 0.9926,                0.93293,                0.96747,                 0.8864,                0.95292,                0.88415,                0.93329,                0.59093,                0.49694,                 1.9351,                 0.2834,                  0.276,                0.81074,               0.000548,               0.000548,               0.000548
                    223,                0.42966,                 2.0214,                0.33763,                0.27993,                0.80877,                0.99277,                0.93293,                0.95374,                0.86825,                0.95956,                0.89024,                0.91278,                0.55372,                0.47891,                 1.9767,                0.28567,                0.27269,                0.80562,              0.0005414,              0.0005414,              0.0005414
                    224,                0.42651,                 1.9491,                0.32641,                0.27372,                0.81805,                0.99982,                0.93293,                0.94652,                0.85927,                0.95284,                0.88415,                 0.8955,                0.53341,                0.47751,                 1.9842,                0.29141,                0.28173,                 0.8043,              0.0005348,              0.0005348,              0.0005348
                    225,                0.42301,                  1.896,                0.33428,                0.26852,                0.80973,                0.99873,                0.92683,                0.93885,                0.85276,                0.95928,                0.89024,                0.90375,                0.53665,                0.48695,                 1.9488,                0.29123,                0.27935,                0.80804,              0.0005282,              0.0005282,              0.0005282
                    226,                0.41482,                 1.8829,                0.33379,                 0.2654,                 0.8123,                      1,                0.93258,                0.96676,                0.89237,                0.95314,                0.88415,                 0.9288,                0.59375,                0.47312,                 1.9453,                0.29078,                0.27254,                0.80264,              0.0005216,              0.0005216,              0.0005216
                    227,                0.42697,                  1.952,                0.32594,                0.27348,                0.81326,                      1,                0.93251,                0.96695,                0.88697,                0.95942,                0.89024,                0.93275,                0.58768,                0.47699,                 1.9579,                0.28963,                0.27326,                0.80308,               0.000515,               0.000515,               0.000515
                    228,                0.41321,                 2.0215,                0.34446,                 0.2658,                0.81788,                      1,                 0.9329,                0.96318,                0.87634,                0.96642,                0.89634,                0.93574,                0.60358,                0.49565,                 1.9717,                0.28841,                0.27025,                0.80818,              0.0005084,              0.0005084,              0.0005084
                    229,                0.39955,                 1.8455,                0.31966,                0.25591,                0.80429,                      1,                0.93292,                0.96403,                0.88642,                0.96645,                0.89634,                0.94039,                0.61117,                0.47452,                 1.9477,                0.28473,                0.26867,                0.80404,              0.0005018,              0.0005018,              0.0005018
                    230,                0.42703,                 1.8988,                0.33951,                0.27175,                0.81972,                0.99985,                0.93293,                0.96002,                0.87943,                0.95305,                0.88415,                0.92113,                 0.5846,                0.46302,                 1.9714,                  0.282,                0.25497,                0.80244,              0.0004952,              0.0004952,              0.0004952
                    231,                0.43365,                 1.8409,                0.32225,                0.27222,                0.81214,                      1,                0.93243,                0.95767,                0.87269,                0.95212,                0.88415,                0.91791,                0.56076,                0.47276,                 1.9788,                0.28441,                0.26196,                0.80104,              0.0004886,              0.0004886,              0.0004886
                    232,                0.42455,                 2.0218,                0.32466,                0.27053,                0.80985,                0.99965,                0.93293,                 0.9499,                0.86591,                0.95238,                0.88415,                0.90241,                0.55128,                 0.4859,                 1.9608,                0.28023,                0.27468,                0.80526,               0.000482,               0.000482,               0.000482
                    233,                 0.4375,                 2.0289,                0.33118,                 0.2817,                0.82033,                      1,                0.93865,                0.96754,                0.88738,                0.95193,                0.88415,                0.92963,                0.58457,                0.49211,                 2.0267,                0.28569,                0.26777,                 0.8044,              0.0004754,              0.0004754,              0.0004754
                    234,                0.43752,                 1.9473,                0.32282,                0.26744,                0.81804,                0.99965,                0.93293,                  0.969,                0.88822,                0.94803,                0.88989,                0.93489,                0.60483,                0.48958,                 1.9899,                0.28939,                0.27044,                0.80421,              0.0004688,              0.0004688,              0.0004688
                    235,                0.43642,                  2.047,                0.33552,                0.27668,                0.81323,                0.99743,                0.92683,                0.94186,                0.86053,                0.93926,                0.87195,                0.89414,                0.54033,                0.48035,                 1.9949,                0.28684,                0.26783,                 0.8048,              0.0004622,              0.0004622,              0.0004622
                    236,                0.46117,                 1.9161,                0.31809,                0.28464,                0.82865,                0.99703,                0.92683,                 0.9561,                0.87549,                0.95141,                0.88415,                0.92424,                0.57832,                0.47924,                  1.965,                0.28777,                0.26223,                0.80605,              0.0004556,              0.0004556,              0.0004556
                    237,                0.42934,                  1.894,                0.31944,                 0.2683,                0.82025,                0.99705,                0.92683,                0.96425,                0.89148,                0.95106,                0.88415,                0.93214,                0.59796,                0.46532,                 1.9562,                0.28547,                0.25649,                0.80451,               0.000449,               0.000449,               0.000449
                    238,                0.44207,                 1.8485,                0.32336,                0.27453,                0.82259,                0.99751,                0.92683,                0.96425,                 0.8831,                0.94867,                0.90163,                0.93966,                0.59209,                0.48407,                 1.9865,                0.28023,                0.26287,                0.80856,              0.0004424,              0.0004424,              0.0004424
                    239,                0.45408,                 1.9437,                0.32787,                0.27358,                0.82962,                0.99672,                0.92683,                0.96468,                0.88429,                0.96387,                0.89634,                0.94138,                0.60135,                0.49065,                 1.9492,                0.27957,                0.26466,                0.80895,              0.0004358,              0.0004358,              0.0004358
                    240,                0.38703,                 1.7921,                0.31186,                0.25166,                0.80084,                0.99961,                0.93293,                0.96351,                0.88655,                0.96427,                0.89634,                0.93813,                0.61013,                0.49488,                 1.9304,                 0.2744,                0.26011,                0.80951,              0.0004292,              0.0004292,              0.0004292
                    241,                0.39968,                 1.8592,                 0.3218,                0.25998,                0.81001,                0.99963,                0.93293,                0.96513,                0.88899,                0.95839,                0.89024,                0.93552,                0.59752,                0.50068,                 1.9603,                0.28163,                 0.2693,                0.81387,              0.0004226,              0.0004226,              0.0004226
                    242,                0.40133,                 1.8736,                0.31312,                0.25834,                0.80867,                0.99426,                0.92683,                0.96181,                0.88679,                0.95453,                0.89599,                0.93585,                0.58408,                0.49792,                 1.9722,                0.28019,                0.27111,                0.81343,               0.000416,               0.000416,               0.000416
                    243,                0.39867,                  1.912,                  0.326,                0.26308,                0.81805,                0.99549,                0.92683,                0.96113,                0.88516,                 0.9561,                0.89024,                 0.9356,                0.60215,                0.50001,                 1.9239,                0.27908,                0.27594,                 0.8142,              0.0004094,              0.0004094,              0.0004094
                    244,                0.40695,                 1.9413,                0.32766,                0.26613,                0.80571,                0.99779,                0.92683,                0.95728,                0.88024,                0.95321,                0.88415,                0.91745,                 0.5709,                0.47905,                  1.968,                0.28133,                 0.2681,                0.81065,              0.0004028,              0.0004028,              0.0004028
                    245,                 0.3997,                 1.8882,                0.31386,                0.25825,                0.81312,                0.99965,                0.93293,                0.96836,                 0.8938,                0.95195,                0.88415,                0.93343,                 0.6073,                0.47472,                  1.954,                0.27474,                0.26294,                0.80505,              0.0003962,              0.0003962,              0.0003962
                    246,                0.39062,                 1.8121,                0.32241,                0.25075,                0.80403,                 0.9996,                0.93293,                0.96551,                0.88445,                0.96073,                0.89634,                0.93823,                0.60187,                0.48346,                 1.9532,                0.27249,                0.26917,                0.80756,              0.0003896,              0.0003896,              0.0003896
                    247,                0.39178,                 1.8195,                0.32308,                 0.2528,                0.80729,                0.99392,                0.92683,                 0.9609,                0.88607,                0.95454,                0.89024,                 0.9313,                 0.5981,                0.48134,                 1.9493,                 0.2734,                0.26809,                0.80636,               0.000383,               0.000383,               0.000383
                    248,                0.39749,                 1.8709,                0.31482,                0.25453,                0.80909,                 0.9953,                0.92683,                 0.9609,                0.88474,                0.95453,                0.89602,                0.93538,                0.59306,                0.47185,                 1.9532,                 0.2748,                0.25827,                0.80598,              0.0003764,              0.0003764,              0.0003764
                    249,                0.39333,                  1.936,                0.33463,                0.25174,                0.81367,                0.99662,                0.92683,                0.96407,                0.88176,                0.95721,                0.89024,                0.93452,                0.60716,                0.48373,                 1.9331,                 0.2742,                0.26461,                0.80864,              0.0003698,              0.0003698,              0.0003698
                    250,                0.38396,                 1.7692,                0.30786,                0.24577,                0.80012,                0.99973,                0.93293,                0.96591,                0.88935,                0.96604,                0.89634,                0.94346,                 0.6154,                0.48555,                 1.9406,                0.27703,                 0.2667,                0.80686,              0.0003632,              0.0003632,              0.0003632
                    251,                0.40411,                 1.8312,                0.32785,                0.25584,                 0.8157,                0.99875,                0.92683,                0.96426,                0.89361,                 0.9593,                0.89024,                0.94045,                0.62293,                0.47766,                 1.9101,                0.27111,                0.26325,                0.80797,              0.0003566,              0.0003566,              0.0003566
                    252,                0.40538,                 1.7687,                0.31306,                0.25308,                0.80623,                0.99986,                0.93293,                0.96551,                0.89215,                0.95905,                0.89024,                0.94044,                0.61502,                0.48125,                 1.9342,                0.27255,                0.26335,                0.80588,                0.00035,                0.00035,                0.00035
                    253,                0.39317,                 1.9273,                0.31493,                0.25101,                0.80477,                0.99354,                0.93835,                0.96774,                0.89243,                0.96499,                0.89634,                0.94164,                 0.6078,                0.48373,                 1.9821,                0.27906,                0.25691,                0.80719,              0.0003434,              0.0003434,              0.0003434
                    254,                0.40603,                 1.9188,                0.32173,                0.26326,                0.81272,                0.99965,                0.93293,                 0.9662,                0.88749,                0.95249,                0.88415,                0.92867,                0.59815,                0.48205,                 1.9685,                0.27767,                0.25558,                0.80348,              0.0003368,              0.0003368,              0.0003368
                    255,                0.40234,                 1.8378,                0.31116,                0.25372,                0.81255,                0.99964,                0.93293,                0.96857,                0.90096,                0.95275,                0.88415,                0.93304,                 0.6047,                0.48072,                 1.9705,                0.28019,                0.25698,                0.80007,              0.0003302,              0.0003302,              0.0003302
                    256,                0.40571,                 1.9601,                0.32483,                0.25897,                0.80672,                0.99965,                0.93293,                0.96815,                0.88917,                0.94803,                0.88984,                0.93443,                0.60952,                0.47953,                  1.963,                0.27889,                0.25076,                0.79996,              0.0003236,              0.0003236,              0.0003236
                    257,                0.43007,                 1.8341,                0.30859,                0.26741,                0.82194,                0.99966,                0.93293,                0.96754,                0.88531,                0.94153,                0.88374,                0.92703,                0.59844,                0.47334,                  1.968,                0.27765,                0.25188,                0.79974,               0.000317,               0.000317,               0.000317
                    258,                0.40413,                 1.8032,                0.31244,                0.25222,                0.81664,                0.99551,                0.92683,                0.96286,                0.89294,                0.95452,                0.89587,                0.93311,                0.59458,                0.47981,                 1.9628,                0.27571,                0.26564,                0.80857,              0.0003104,              0.0003104,              0.0003104
                    259,                0.41847,                  1.788,                0.31486,                0.26214,                0.81817,                0.99633,                0.92683,                0.96243,                0.88287,                0.95453,                0.89611,                0.93312,                0.59238,                0.47874,                 1.9679,                0.27161,                0.26389,                0.80613,              0.0003038,              0.0003038,              0.0003038
                    260,                0.41795,                 1.8774,                0.31757,                0.25853,                0.82017,                0.99729,                0.92683,                0.96526,                0.88954,                  0.948,                0.88931,                0.93194,                0.60285,                0.48286,                 1.9324,                0.27005,                0.26304,                0.80522,              0.0002972,              0.0002972,              0.0002972
                    261,                0.41183,                 2.0069,                0.32155,                0.26102,                0.81048,                      1,                0.93832,                  0.969,                0.88843,                0.95451,                0.89566,                0.93553,                0.60095,                0.47954,                 1.9459,                0.27274,                0.26141,                0.80294,              0.0002906,              0.0002906,              0.0002906
                    262,                0.41595,                   1.93,                0.31251,                0.25869,                0.81313,                      1,                0.93274,                 0.9662,                0.88813,                0.95166,                0.88415,                0.92754,                0.60409,                0.48497,                 1.9395,                0.26673,                0.25588,                0.80386,               0.000284,               0.000284,               0.000284
                    263,                0.41779,                 1.9544,                0.31543,                0.25772,                0.81404,                0.99959,                0.93293,                0.95847,                0.87816,                0.94803,                0.88977,                0.91662,                0.58594,                0.47416,                 1.9325,                0.26357,                0.26174,                0.80303,              0.0002774,              0.0002774,              0.0002774
                    264,                0.42215,                 1.8202,                0.31168,                 0.2608,                0.81539,                0.99958,                0.93293,                0.95194,                0.86707,                0.94155,                0.88401,                0.90103,                0.56966,                 0.4815,                 1.9091,                0.26409,                 0.2602,                0.80467,              0.0002708,              0.0002708,              0.0002708
                    265,                0.41581,                 1.8919,                 0.3205,                0.25351,                0.81113,                      1,                0.93287,                0.96638,                0.88942,                0.94701,                0.87805,                 0.9236,                0.61085,                 0.4878,                 1.9234,                0.26604,                0.26199,                0.80535,              0.0002642,              0.0002642,              0.0002642
                    266,                0.41744,                 1.9239,                0.31339,                0.26184,                0.81183,                0.99953,                0.93293,                0.94764,                0.86538,                0.95821,                0.89024,                 0.9054,                0.55037,                0.48226,                 1.9292,                0.26723,                0.26225,                0.80687,              0.0002576,              0.0002576,              0.0002576
                    267,                0.40875,                 1.9739,                0.32023,                 0.2606,                0.81823,                0.99952,                0.93293,                0.94185,                0.85261,                0.95192,                0.88415,                0.88722,                0.53477,                0.48234,                 1.9276,                0.26984,                0.26506,                0.80647,               0.000251,               0.000251,               0.000251
                    268,                 0.4229,                 1.9364,                0.30821,                0.25989,                0.81788,                0.99968,                0.93293,                0.94346,                0.85256,                0.95253,                0.88415,                0.88962,                 0.5343,                0.47804,                 1.9205,                0.26711,                0.25501,                0.80526,              0.0002444,              0.0002444,              0.0002444
                    269,                0.42816,                 1.9532,                0.32496,                0.26146,                0.81358,                0.99812,                0.92683,                0.93614,                 0.8572,                0.95211,                0.88415,                0.89067,                0.54221,                0.46904,                 1.9083,                0.26896,                0.25729,                0.80343,              0.0002378,              0.0002378,              0.0002378
                    270,                0.35782,                 1.7389,                0.30127,                0.23957,                0.79599,                0.99965,                0.93293,                0.94517,                0.85744,                0.95869,                0.89024,                  0.903,                0.54697,                0.48485,                  1.952,                 0.2674,                0.26125,                0.80928,              0.0002312,              0.0002312,              0.0002312
                    271,                0.37753,                 1.8095,                0.30984,                0.24603,                0.80667,                0.99966,                0.93293,                0.96161,                 0.8845,                0.95878,                0.89024,                0.92822,                 0.5925,                0.48142,                 1.9545,                0.26294,                0.25765,                 0.8062,              0.0002246,              0.0002246,              0.0002246
                    272,                0.37139,                 1.8157,                0.30108,                0.24043,                0.80536,                0.99967,                0.93293,                0.95919,                0.88015,                0.95889,                0.89024,                0.92307,                0.59053,                 0.4737,                 1.9277,                0.26254,                0.25909,                0.80804,               0.000218,               0.000218,               0.000218
                    273,                0.37818,                 1.8136,                 0.3156,                 0.2447,                0.81259,                0.99967,                0.93293,                0.95629,                0.87101,                0.96514,                0.89634,                0.92139,                0.57788,                0.48214,                 1.9381,                0.26298,                0.26396,                0.81026,              0.0002114,              0.0002114,              0.0002114
                    274,                0.37614,                 1.8587,                0.31613,                 0.2441,                0.79971,                0.99969,                0.93293,                0.95969,                0.88247,                0.95225,                0.88415,                 0.9155,                0.58271,                0.48193,                 1.9345,                0.26418,                 0.2612,                0.81034,              0.0002048,              0.0002048,              0.0002048
                    275,                 0.3691,                 1.8016,                0.30207,                0.23905,                0.80826,                0.99974,                0.93293,                0.96269,                0.88946,                0.95898,                0.89024,                0.92919,                0.59708,                0.47023,                 1.9251,                0.26208,                0.25225,                0.80631,              0.0001982,              0.0001982,              0.0001982
                    276,                0.34057,                   1.68,                0.29732,                0.22873,                0.79327,                0.99965,                0.93293,                0.96269,                0.88085,                0.95905,                0.89024,                0.92779,                0.59754,                0.47906,                 1.9625,                0.26099,                0.25676,                0.80674,              0.0001916,              0.0001916,              0.0001916
                    277,                0.35649,                 1.7558,                0.30618,                 0.2351,                0.80369,                0.99963,                0.93293,                0.96351,                0.88415,                0.95212,                0.88415,                0.92494,                 0.5952,                0.47461,                  1.955,                0.25965,                0.25228,                0.80655,               0.000185,               0.000185,               0.000185
                    278,                0.34986,                 1.7616,                0.29792,                0.22973,                0.80217,                0.99964,                0.93293,                0.96475,                0.88479,                0.95888,                0.89024,                0.93376,                0.60385,                0.47238,                 1.9327,                 0.2619,                0.25338,                0.80915,              0.0001784,              0.0001784,              0.0001784
                    279,                0.35373,                 1.7726,                0.31171,                0.23349,                0.80911,                0.99964,                0.93293,                0.96475,                0.88262,                0.96505,                0.89634,                0.93592,                0.61087,                 0.4783,                 1.9338,                0.26122,                  0.261,                0.80771,              0.0001718,              0.0001718,              0.0001718
                    280,                0.35448,                 1.7956,                0.31195,                0.23455,                0.79682,                0.99967,                0.93293,                0.96532,                0.88705,                0.95865,                0.89024,                0.93676,                0.60928,                0.47983,                 1.9346,                  0.262,                0.25836,                0.80742,              0.0001652,              0.0001652,              0.0001652
                    281,                0.35345,                  1.771,                0.29952,                0.23217,                0.80584,                 0.9997,                0.93293,                0.96386,                0.88907,                0.95911,                0.89024,                0.93199,                0.60589,                 0.4693,                 1.9238,                0.26126,                0.25449,                0.80505,              0.0001586,              0.0001586,              0.0001586
                    282,                0.36917,                 1.7577,                0.30852,                 0.2358,                 0.7995,                0.99973,                0.93293,                0.96475,                0.89172,                0.96577,                0.89634,                0.93672,                 0.6056,                0.46126,                 1.9054,                0.26146,                0.25028,                0.80329,               0.000152,               0.000152,               0.000152
                    283,                0.35773,                 1.7406,                0.31234,                 0.2336,                0.80305,                0.99974,                0.93293,                0.96475,                0.89174,                0.95263,                0.88415,                0.92848,                0.61154,                0.46497,                  1.921,                0.26096,                0.25414,                0.80341,              0.0001454,              0.0001454,              0.0001454
                    284,                0.36606,                  1.781,                0.30326,                 0.2355,                0.80421,                0.99973,                0.93293,                0.96439,                0.88718,                 0.9591,                0.89024,                0.93331,                0.60111,                0.46895,                 1.9313,                 0.2619,                 0.2536,                 0.8053,              0.0001388,              0.0001388,              0.0001388
                    285,                0.36469,                  1.849,                0.32336,                0.23538,                0.80798,                0.99968,                0.93293,                0.96439,                0.89124,                0.95854,                0.89024,                0.93402,                0.60522,                 0.4692,                 1.9173,                0.26161,                0.25549,                0.80503,              0.0001322,              0.0001322,              0.0001322
                    286,                0.35509,                 1.6977,                 0.2959,                0.22949,                0.79601,                0.99967,                0.93293,                0.96439,                0.88783,                0.95843,                0.89024,                0.93411,                0.60868,                0.46995,                 1.9121,                0.26319,                0.25659,                0.80515,              0.0001256,              0.0001256,              0.0001256
                    287,                0.36705,                 1.7286,                  0.317,                0.23494,                0.81109,                 0.9997,                0.93293,                0.96421,                0.89186,                0.96537,                0.89634,                0.93644,                0.60468,                0.46728,                 1.9084,                0.26255,                0.25812,                 0.8047,               0.000119,               0.000119,               0.000119
                    288,                0.36738,                  1.661,                0.29958,                0.23291,                0.80057,                0.99973,                0.93293,                0.96475,                0.89187,                 0.9657,                0.89634,                0.93678,                0.61015,                0.46443,                 1.9256,                0.25988,                0.25215,                 0.8039,              0.0001124,              0.0001124,              0.0001124
                    289,                0.36223,                 1.8215,                0.30375,                0.23174,                0.80005,                0.99971,                0.93293,                0.96457,                0.89171,                0.95909,                0.89024,                0.93323,                 0.6123,                0.46126,                 1.9325,                0.26083,                0.25222,                 0.8029,              0.0001058,              0.0001058,              0.0001058
                    290,                0.36783,                 1.8051,                0.30899,                0.23468,                0.80484,                0.99969,                0.93293,                0.96421,                0.89312,                0.95891,                0.89024,                 0.9322,                0.60471,                 0.4659,                 1.9475,                0.26198,                0.25203,                0.80357,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.42085,                 1.8642,                0.29098,                0.25659,                0.80619,                0.99957,                0.93293,                0.96421,                0.88953,                0.95911,                0.89024,                0.93378,                0.59884,                0.47795,                 1.9941,                0.26464,                0.26291,                0.80303,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.42928,                 1.7681,                0.29311,                0.25319,                0.80126,                0.99354,                0.93813,                0.96794,                0.89007,                0.94641,                0.87805,                0.92734,                0.59556,                0.48084,                 2.0302,                0.26859,                0.26358,                0.80307,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.40075,                 1.7134,                0.27991,                0.24083,                0.80307,                0.99971,                0.93293,                0.96774,                 0.8915,                0.95256,                0.88415,                0.93079,                0.60674,                0.47713,                 2.0117,                 0.2658,                0.25704,                0.80148,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.39906,                 1.7774,                0.29091,                0.23726,                0.80475,                0.99982,                0.93293,                0.96794,                0.89502,                0.95394,                0.88396,                0.93126,                0.60487,                0.47362,                 1.9971,                0.26729,                0.25663,                0.80017,               7.28e-05,               7.28e-05,               7.28e-05
